age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
48,6,142719,4,9,2,14,0,4,1,0,0,48,39,>50K
26,1,120238,1,11,4,0,4,4,1,0,0,40,39,<=50K
29,2,66095,7,10,2,12,0,4,1,0,0,50,39,<=50K
46,2,129232,2,13,2,11,0,4,1,0,0,55,39,>50K
41,2,44121,7,10,2,7,5,4,0,0,0,40,39,<=50K
31,2,243678,7,10,4,3,1,4,0,0,0,40,39,<=50K
39,4,176900,4,9,2,7,0,4,1,0,0,50,39,>50K
50,2,155574,0,12,2,13,0,4,1,0,0,55,39,>50K
41,2,76625,0,12,2,9,0,4,1,0,0,40,39,>50K
22,2,247731,7,10,4,0,3,4,0,0,0,40,39,<=50K
18,2,397606,4,9,4,2,3,4,1,0,0,40,39,<=50K
23,6,370057,7,10,4,14,4,4,0,0,0,40,39,<=50K
62,6,190873,2,13,2,14,5,4,0,0,0,40,39,<=50K
50,1,145879,5,14,2,9,0,4,1,7688,0,40,39,>50K
31,2,144124,7,10,0,9,1,4,0,0,0,40,39,<=50K
28,2,190539,2,13,4,9,1,4,1,0,0,50,39,<=50K
33,2,92462,0,12,4,11,4,2,1,0,0,32,39,<=50K
48,2,129974,2,13,0,3,1,4,0,0,0,40,39,<=50K
62,5,254890,4,9,2,0,0,4,1,0,0,40,39,<=50K
51,2,261207,4,9,2,7,0,4,1,0,0,40,5,>50K
39,3,206362,1,11,2,2,0,4,1,0,0,40,39,<=50K
51,2,27804,7,10,0,8,4,0,0,0,0,35,39,<=50K
49,2,255466,7,10,0,0,1,4,0,0,0,43,39,<=50K
59,2,107318,4,9,2,13,0,4,1,0,0,50,39,<=50K
23,2,130773,2,13,4,3,4,4,1,0,0,40,39,<=50K
20,6,117210,7,10,4,14,3,4,1,0,0,40,39,<=50K
48,2,148549,0,12,2,6,0,4,1,0,0,50,39,<=50K
64,2,181530,6,15,2,9,0,4,1,0,0,40,39,>50K
37,2,365739,0,12,2,12,0,4,1,0,0,40,39,>50K
54,1,182429,4,9,6,13,4,4,0,0,0,38,39,<=50K
41,2,381510,7,10,4,7,3,4,1,0,0,50,39,<=50K
45,4,116789,4,9,2,2,0,4,1,0,0,60,39,<=50K
36,3,196554,4,9,2,2,0,4,1,0,0,46,39,>50K
27,2,335878,0,12,2,13,0,2,1,0,0,45,39,<=50K
25,2,184120,2,13,4,3,1,4,1,0,0,45,39,<=50K
44,2,160369,4,9,2,2,0,4,1,0,0,60,39,<=50K
21,6,96844,4,9,2,14,2,4,0,0,0,40,39,<=50K
30,2,473133,7,10,2,11,0,4,1,0,0,50,39,<=50K
44,2,335223,4,9,2,5,0,4,1,0,0,40,39,>50K
53,2,380086,4,9,2,3,0,4,1,7688,0,48,39,>50K
35,2,302604,1,11,2,0,5,4,0,0,0,40,39,>50K
58,2,170290,4,9,0,7,1,4,1,0,0,35,39,<=50K
53,3,195398,7,10,2,11,0,4,1,0,1887,48,2,>50K
54,1,256923,7,10,2,3,5,4,0,0,0,40,39,>50K
27,2,112754,7,10,2,6,0,2,1,0,0,56,39,<=50K
70,2,146628,4,9,2,13,0,4,1,3471,0,33,39,<=50K
26,2,108822,4,9,4,13,4,4,1,0,0,40,39,<=50K
28,2,208608,4,9,2,0,5,4,0,0,0,30,39,<=50K
46,2,224559,4,9,2,13,0,2,1,0,0,40,39,>50K
56,5,138593,0,12,0,9,1,4,0,0,0,40,39,<=50K
24,2,396099,7,10,4,0,1,4,0,0,0,40,39,<=50K
39,2,122493,4,9,2,2,0,4,1,7298,0,40,39,>50K
53,1,182677,2,13,2,10,0,1,1,0,0,50,30,<=50K
57,5,247624,5,14,2,3,0,4,1,0,0,40,39,>50K
36,2,210458,4,9,2,3,0,4,1,0,0,60,26,<=50K
25,2,91639,2,13,4,11,1,4,0,0,0,45,39,<=50K
21,6,183945,7,10,4,14,3,4,0,0,0,35,39,<=50K
47,2,78022,0,12,2,11,0,4,1,0,0,50,39,<=50K
51,3,318351,4,9,0,0,1,4,0,0,1741,40,39,<=50K
29,2,85572,2,13,4,3,2,4,0,0,0,40,39,<=50K
23,2,206827,0,12,4,9,1,4,0,0,0,50,39,<=50K
21,2,210053,7,10,4,0,3,4,0,0,0,40,39,<=50K
38,1,172016,2,13,0,9,3,2,0,0,0,40,39,<=50K
19,6,138153,7,10,4,14,3,4,0,0,0,40,39,<=50K
30,2,188362,4,9,2,3,0,4,1,5178,0,40,39,>50K
52,2,357596,4,9,0,0,4,4,1,0,0,40,39,<=50K
25,1,278404,2,13,4,3,1,4,1,0,0,40,39,<=50K
20,2,180339,4,9,4,7,2,4,0,0,0,35,39,<=50K
43,2,355431,7,10,0,5,1,2,1,0,0,40,39,<=50K
33,2,223212,7,10,4,5,2,4,1,0,0,40,26,<=50K
34,2,116371,4,9,0,7,1,4,0,0,0,38,39,<=50K
41,6,199018,7,10,0,14,1,4,1,0,1504,40,39,<=50K
61,2,345697,4,9,2,9,0,4,1,3103,0,40,39,>50K
42,2,197344,4,9,2,7,0,4,1,0,0,45,39,<=50K
23,2,437161,7,10,4,7,4,2,0,0,0,40,39,<=50K
50,3,207841,7,10,2,3,0,4,1,7298,0,45,39,>50K
34,2,46492,4,9,2,2,0,4,1,0,0,50,39,>50K
47,5,190325,7,10,0,12,4,2,0,0,0,48,39,<=50K
48,2,158944,4,9,6,2,1,4,0,0,0,60,39,>50K
37,2,228598,7,10,2,5,0,3,1,0,0,40,26,<=50K
23,2,349156,4,9,4,4,1,4,1,0,0,45,39,<=50K
41,2,462964,4,9,0,3,1,4,1,2174,0,50,39,<=50K
19,2,158603,4,9,4,5,1,2,1,0,0,37,39,<=50K
59,1,167027,7,10,6,0,1,4,0,0,0,40,39,<=50K
24,2,194829,4,9,2,2,0,4,1,0,0,45,39,>50K
47,2,145636,1,11,2,5,0,4,1,0,0,48,39,>50K
57,6,123632,2,13,4,14,1,2,0,0,0,35,39,<=50K
49,2,27614,4,9,5,6,1,4,0,0,0,40,39,<=50K
25,2,324854,2,13,4,11,1,4,0,0,0,40,39,<=50K
37,2,22245,7,10,0,11,1,4,1,0,0,40,28,<=50K
31,2,101352,2,13,4,3,3,4,0,0,0,40,39,<=50K
39,6,238721,2,13,0,14,3,2,0,0,0,40,39,<=50K
26,2,121427,2,13,4,3,3,4,0,0,0,40,39,<=50K
41,2,230959,2,13,4,0,3,1,0,0,0,40,30,<=50K
42,2,191342,5,14,2,9,0,1,1,0,0,40,36,>50K
25,2,207369,7,10,4,3,3,4,0,0,0,40,39,<=50K
25,0,80485,5,14,0,3,1,4,0,0,0,40,39,<=50K
41,5,33474,2,13,2,9,0,4,1,0,0,50,39,<=50K
45,2,173658,7,10,5,11,4,4,0,0,0,35,39,<=50K
36,2,174242,6,15,2,9,0,4,1,7298,0,50,39,>50K
25,5,81993,2,13,4,9,3,4,1,0,0,46,39,<=50K
47,2,311395,7,10,0,6,1,2,1,0,0,40,39,<=50K
44,2,53470,2,13,0,7,3,4,0,0,0,40,39,<=50K
27,2,212578,1,11,2,2,0,4,1,0,1740,40,39,<=50K
25,2,227465,4,9,4,2,3,4,1,0,0,40,39,<=50K
38,2,423605,4,9,2,2,0,4,1,0,0,40,8,<=50K
48,2,149337,0,12,3,2,1,4,1,0,0,55,39,<=50K
27,5,38353,5,14,4,9,1,4,1,0,0,40,39,<=50K
30,1,325385,5,14,4,9,1,4,1,0,0,50,39,<=50K
35,2,110538,4,9,2,7,0,4,1,0,0,55,39,<=50K
34,2,178449,7,10,2,3,0,4,1,3103,0,45,39,>50K
28,0,366533,7,10,4,0,1,4,0,0,0,40,39,<=50K
23,2,335439,2,13,4,11,1,4,0,0,1741,50,39,<=50K
40,2,184471,7,10,0,6,1,4,1,0,0,40,39,<=50K
37,0,133526,2,13,2,0,0,4,1,0,0,40,39,<=50K
31,2,156192,7,10,2,2,0,4,1,0,0,40,39,>50K
39,2,126569,7,10,2,0,0,4,1,0,0,40,39,>50K
40,2,300773,0,12,0,12,1,4,0,0,0,40,39,<=50K
31,2,152109,4,9,4,3,1,4,1,0,0,50,39,<=50K
41,2,253189,7,10,2,2,0,4,1,0,0,40,39,<=50K
28,2,252013,7,10,4,0,4,4,0,0,0,45,24,<=50K
36,2,224531,4,9,2,2,0,4,1,0,0,40,31,>50K
48,0,72896,4,9,2,5,0,4,1,0,0,40,39,<=50K
37,2,171393,4,9,2,11,0,4,1,0,1740,40,39,<=50K
27,2,294931,4,9,4,6,4,4,1,0,0,40,11,<=50K
26,2,198986,4,9,4,2,2,4,1,0,0,40,39,<=50K
19,6,264767,4,9,4,14,3,4,1,0,0,40,39,<=50K
55,4,225623,7,10,2,4,0,4,1,0,0,40,39,<=50K
57,2,113974,4,9,0,0,4,4,0,0,0,40,39,<=50K
43,2,334991,2,13,2,11,0,4,1,0,0,50,39,>50K
37,2,389725,4,9,2,6,0,4,1,7298,0,40,39,>50K
33,2,149910,4,9,2,6,5,2,0,0,0,40,39,<=50K
49,3,99401,7,10,2,3,0,4,1,0,0,45,39,<=50K
44,2,143939,7,10,5,0,4,4,0,0,0,40,39,<=50K
44,2,231853,4,9,2,5,0,2,1,0,1902,40,39,>50K
20,2,267706,4,9,4,11,4,4,0,0,0,38,39,<=50K
37,2,328301,7,10,4,12,4,4,0,4934,0,60,39,>50K
50,5,136216,4,9,6,7,1,4,0,0,0,37,39,<=50K
34,1,158242,2,13,4,3,1,4,0,0,0,43,39,<=50K
39,2,206888,7,10,0,0,1,4,0,0,0,40,39,<=50K
40,2,77370,4,9,2,2,0,4,1,0,0,40,39,>50K
49,4,349151,4,9,2,3,0,4,1,3411,0,40,39,<=50K
52,2,113843,7,10,0,7,4,4,0,0,0,45,39,<=50K
48,5,176917,7,10,2,10,0,4,1,0,0,40,39,>50K
30,1,177828,2,13,5,9,1,4,1,0,0,40,39,<=50K
44,2,137304,4,9,6,6,1,2,0,0,0,40,39,<=50K
35,2,138441,2,13,2,3,0,4,1,0,0,40,39,>50K
46,2,30840,2,13,2,3,0,4,1,0,0,50,39,>50K
42,2,149546,7,10,0,2,4,4,1,0,0,30,39,<=50K
25,1,270379,4,9,4,0,1,2,0,0,0,40,39,<=50K
19,2,239057,4,9,4,2,3,4,1,0,0,40,39,<=50K
46,4,225065,2,13,5,7,4,4,0,0,0,45,27,<=50K
50,5,172962,4,9,2,5,0,4,1,0,0,40,39,<=50K
59,2,190748,4,9,2,0,5,4,0,0,0,40,39,<=50K
28,2,112917,1,11,2,12,0,3,1,0,0,40,26,<=50K
34,2,299383,4,9,4,2,1,2,1,0,0,40,39,<=50K
36,2,22245,4,9,2,11,0,4,1,0,0,40,39,>50K
65,1,32846,7,10,0,0,1,4,0,2964,0,35,39,<=50K
35,2,46947,7,10,0,0,1,4,0,0,0,45,39,<=50K
65,2,165609,4,9,2,7,0,4,1,0,0,32,39,<=50K
39,2,226894,4,9,2,5,0,2,1,0,0,40,39,<=50K
35,2,143231,1,11,2,0,0,4,1,0,0,44,39,>50K
33,2,173730,1,11,2,6,0,4,1,0,0,40,39,<=50K
32,2,259425,7,10,0,2,1,4,1,0,0,40,39,<=50K
36,2,168747,2,13,4,13,1,4,1,0,0,40,39,<=50K
25,2,40915,2,13,4,9,1,4,0,0,0,40,39,<=50K
29,2,67306,4,9,4,0,4,0,0,0,0,40,39,<=50K
20,6,38032,4,9,4,14,1,4,0,0,0,40,39,<=50K
44,0,257395,7,10,2,9,0,4,1,0,0,40,39,>50K
29,2,29261,1,11,4,6,1,4,1,0,0,50,39,<=50K
22,6,216639,7,10,4,14,1,4,0,0,1974,40,39,<=50K
49,2,32184,4,9,0,11,1,4,0,0,0,36,39,<=50K
23,2,138037,2,13,4,9,3,4,1,0,1590,50,39,<=50K
49,2,174426,7,10,2,11,0,4,1,0,1977,50,39,>50K
45,2,50162,7,10,2,3,0,4,1,0,0,40,39,<=50K
49,0,193998,7,10,4,2,1,2,1,0,0,40,39,<=50K
47,4,187901,6,15,2,9,0,4,1,0,0,50,39,>50K
65,2,195695,4,9,0,0,1,4,0,0,0,40,39,<=50K
22,2,191954,1,11,4,11,3,4,1,0,0,45,39,<=50K
33,2,172304,1,11,2,2,0,4,1,0,0,50,39,>50K
44,1,174575,5,14,2,9,0,4,1,7688,0,40,39,>50K
20,2,325744,7,10,4,11,2,4,1,0,0,40,39,<=50K
43,2,26252,7,10,5,7,4,0,0,0,0,36,39,<=50K
28,4,141702,4,9,4,11,1,4,1,0,0,60,39,<=50K
30,2,399088,2,13,0,9,4,4,0,0,0,50,39,<=50K
32,1,409282,4,9,2,2,0,4,1,0,0,40,39,<=50K
21,6,213366,7,10,4,14,3,4,0,0,0,38,39,<=50K
38,2,24126,7,10,0,3,1,4,0,0,0,40,39,<=50K
18,2,115759,4,9,4,11,1,4,0,0,0,35,39,<=50K
59,3,171355,5,14,0,9,4,4,1,0,0,55,39,<=50K
44,2,216116,4,9,0,0,4,2,0,0,0,40,23,<=50K
23,2,204141,7,10,4,0,3,4,1,0,0,40,39,<=50K
49,2,120121,3,16,2,9,0,4,1,7688,0,45,39,>50K
56,6,124319,5,14,2,14,0,4,1,0,0,40,39,>50K
27,2,193807,4,9,4,2,1,4,1,0,1741,40,39,<=50K
19,6,455665,4,9,4,14,3,4,1,0,0,44,39,<=50K
36,2,36423,7,10,2,0,0,4,1,0,0,60,39,<=50K
25,2,96862,4,9,4,0,3,4,0,2174,0,40,39,<=50K
40,1,36296,2,13,2,9,0,4,1,0,0,50,39,>50K
40,2,75615,4,9,2,11,0,2,1,0,0,43,39,<=50K
24,5,161783,2,13,4,13,1,2,1,0,0,40,0,<=50K
38,2,313914,2,13,5,4,4,4,0,0,0,45,39,<=50K
33,2,172584,4,9,4,0,1,4,0,0,1590,50,39,<=50K
28,2,112425,2,13,0,12,1,4,0,0,0,40,39,<=50K
22,2,157783,4,9,2,7,0,1,1,0,0,35,40,<=50K
34,2,356882,4,9,2,12,0,4,1,0,0,40,39,<=50K
63,4,175177,6,15,2,9,0,4,1,0,0,35,39,>50K
30,1,99761,1,11,0,0,3,4,0,0,0,40,39,<=50K
36,2,272950,2,13,2,11,0,4,1,0,0,50,39,>50K
24,1,157678,4,9,3,6,4,4,0,2036,0,42,39,<=50K
52,2,186224,4,9,2,13,0,4,1,0,0,40,39,<=50K
46,2,131091,5,14,2,3,0,4,1,0,0,50,39,>50K
43,4,71269,2,13,2,11,0,4,1,0,0,40,39,>50K
54,2,311551,7,10,0,3,4,4,1,0,0,60,39,<=50K
22,3,171041,2,13,4,5,3,4,1,0,0,40,39,<=50K
42,4,140915,4,9,2,11,0,1,1,0,0,60,35,<=50K
46,2,41223,7,10,2,0,0,4,1,0,0,40,39,>50K
44,2,132921,0,12,4,9,1,4,0,0,0,36,39,<=50K
58,3,314482,4,9,2,3,0,4,1,0,0,40,39,>50K
61,2,181200,4,9,0,13,1,4,1,0,1564,40,39,>50K
29,2,152951,6,15,2,9,0,4,1,0,0,50,2,>50K
30,2,316606,2,13,4,9,1,4,0,0,2339,50,39,<=50K
38,2,220694,5,14,2,3,0,4,1,0,0,50,39,>50K
42,0,36699,7,10,2,0,0,4,1,0,0,40,39,<=50K
50,2,104280,7,10,2,7,0,4,1,0,0,40,39,>50K
35,2,186420,2,13,4,3,1,4,0,0,0,55,39,<=50K
44,2,112482,5,14,2,3,0,4,1,0,0,55,39,>50K
54,2,317733,3,16,6,12,4,4,1,0,2472,40,39,>50K
29,2,229729,2,13,2,7,0,4,1,0,0,40,39,<=50K
48,0,277946,7,10,2,2,0,4,1,0,0,40,39,>50K
46,2,263727,7,10,2,3,0,4,1,0,0,60,39,>50K
32,2,74501,5,14,4,11,3,4,0,0,0,50,39,<=50K
34,2,143776,5,14,4,9,1,2,1,0,0,45,0,>50K
69,2,179130,4,9,0,11,2,4,0,0,0,38,39,<=50K
45,2,72618,1,11,0,3,1,4,1,0,0,60,39,<=50K
45,2,102288,7,10,0,0,1,4,0,0,0,40,39,<=50K
47,4,321851,1,11,5,3,4,4,0,0,0,40,39,<=50K
25,2,124483,2,13,4,9,1,1,1,0,0,50,19,<=50K
43,2,72791,7,10,2,2,0,2,1,5178,0,40,39,>50K
34,1,207668,5,14,2,9,0,4,1,0,0,41,39,>50K
30,2,198953,2,13,4,3,1,2,0,0,0,40,39,<=50K
43,2,107306,7,10,0,2,1,4,1,0,0,55,2,<=50K
42,2,449925,2,13,4,11,1,4,1,0,0,40,39,>50K
42,1,131167,5,14,4,9,1,4,0,0,0,45,39,<=50K
30,1,268482,7,10,4,2,3,4,1,0,0,40,39,<=50K
34,5,103642,4,9,2,7,0,4,1,0,1651,40,39,<=50K
43,2,201723,4,9,2,7,0,4,1,0,0,40,39,<=50K
53,2,186224,1,11,4,3,1,4,1,0,0,35,39,<=50K
39,4,139703,7,10,4,9,1,2,0,0,0,48,39,>50K
33,2,397995,2,13,4,9,1,4,1,0,0,40,39,<=50K
52,2,259323,4,9,2,2,0,4,1,0,0,40,39,>50K
21,6,187937,7,10,4,14,2,4,0,0,0,52,39,<=50K
32,2,162442,2,13,4,3,1,4,0,0,0,60,39,<=50K
48,2,83407,5,14,2,9,0,4,1,0,0,50,39,>50K
37,2,210830,1,11,0,9,4,4,0,0,0,38,39,<=50K
24,2,194848,2,13,4,12,3,4,1,0,0,40,39,<=50K
39,2,109351,1,11,5,0,1,4,0,0,0,40,39,<=50K
44,2,105896,2,13,0,9,1,4,0,0,0,36,39,<=50K
35,4,135020,2,13,2,11,0,4,1,0,0,40,11,<=50K
27,2,136077,4,9,4,3,1,4,1,0,0,48,39,<=50K
43,2,73333,7,10,4,3,1,4,0,2174,0,40,39,<=50K
51,1,43705,5,14,2,9,0,4,1,0,0,54,39,>50K
26,2,320465,4,9,4,7,1,2,1,0,0,40,39,<=50K
23,2,237811,7,10,4,0,4,2,0,0,0,40,38,<=50K
41,5,190910,4,9,2,4,2,4,1,0,0,40,39,<=50K
33,3,348326,4,9,2,13,0,4,1,0,0,50,39,<=50K
31,2,97723,0,12,2,2,0,4,1,0,0,40,39,>50K
39,0,263690,5,14,2,7,0,2,1,3137,0,40,38,<=50K
42,2,278926,7,10,0,3,1,4,0,0,0,40,39,<=50K
22,2,87546,4,9,2,6,5,4,0,0,0,40,39,<=50K
23,1,145112,2,13,4,9,3,4,0,0,0,43,39,<=50K
55,2,107308,1,11,2,6,0,4,1,0,0,40,39,<=50K
47,2,175600,4,9,2,2,0,4,1,0,0,40,39,<=50K
51,2,176608,4,9,2,6,5,4,0,0,0,40,39,<=50K
37,2,217054,4,9,4,0,1,4,1,0,0,40,39,<=50K
47,1,244813,4,9,2,3,0,4,1,0,0,40,39,<=50K
44,2,77373,2,13,2,3,0,4,1,0,0,50,39,>50K
41,2,135823,1,11,2,9,0,4,1,0,0,40,39,<=50K
56,2,174864,2,13,0,3,4,4,1,0,0,45,39,>50K
45,2,121676,7,10,2,9,5,4,0,0,0,36,39,>50K
38,2,108140,4,9,2,2,0,4,1,0,0,50,39,>50K
46,2,185041,7,10,2,3,0,4,1,0,1902,50,39,>50K
26,2,143280,4,9,4,0,2,4,0,0,0,40,39,<=50K
41,2,242804,4,9,2,13,0,4,1,0,0,40,39,>50K
48,2,156926,2,13,2,11,0,4,1,0,0,45,39,>50K
55,3,103948,1,11,2,3,0,4,1,0,0,60,39,<=50K
28,2,249720,7,10,2,9,0,4,1,0,0,40,39,<=50K
31,2,136721,4,9,0,6,1,4,0,0,0,40,39,<=50K
27,2,114865,4,9,5,2,1,4,1,0,0,45,39,<=50K
23,2,166517,4,9,2,0,0,4,1,0,0,40,39,<=50K
27,2,96219,2,13,4,3,2,4,0,0,0,40,39,<=50K
39,2,357118,2,13,4,3,1,4,0,0,1974,40,39,<=50K
25,2,193787,2,13,2,11,5,4,0,0,0,45,39,<=50K
64,1,47298,3,16,2,10,0,4,1,0,0,45,39,>50K
55,1,258121,6,15,2,9,0,4,1,0,1902,40,39,>50K
28,2,179008,4,9,2,13,0,4,1,0,0,48,39,<=50K
37,2,422933,5,14,4,3,3,4,1,0,0,40,39,>50K
35,2,54363,0,12,2,3,0,4,1,0,0,50,39,>50K
35,2,113397,4,9,2,11,0,4,1,0,0,45,24,<=50K
59,5,354948,2,13,2,9,0,4,1,3103,0,40,39,>50K
35,2,108140,4,9,0,2,1,4,1,0,0,40,39,<=50K
41,2,145522,2,13,4,9,1,4,0,0,0,45,39,<=50K
20,2,61777,7,10,4,11,1,4,1,0,0,30,39,<=50K
39,2,139057,6,15,2,9,0,1,1,0,0,38,19,<=50K
31,2,113129,4,9,2,11,0,4,1,0,0,40,39,<=50K
27,2,202062,2,13,4,9,3,2,1,0,0,40,39,<=50K
34,2,31341,4,9,0,0,4,4,0,0,0,40,39,<=50K
32,2,196125,4,9,2,6,0,4,1,0,0,40,39,>50K
33,2,44559,4,9,2,9,0,4,1,0,0,35,39,<=50K
33,4,202153,7,10,2,2,0,4,1,2829,0,40,39,<=50K
35,2,238980,7,10,4,11,1,4,1,0,0,40,39,<=50K
56,4,156873,4,9,2,2,0,4,1,0,0,40,39,<=50K
20,2,32805,4,9,4,7,1,4,0,0,0,40,39,<=50K
43,4,241055,5,14,2,11,0,4,1,0,0,45,39,<=50K
25,2,157028,2,13,4,11,1,4,1,0,0,60,39,<=50K
35,1,304252,0,12,0,3,1,1,0,0,0,40,40,<=50K
57,2,106910,1,11,0,7,2,1,0,0,0,40,28,<=50K
37,5,178876,4,9,2,10,0,0,1,0,0,40,39,<=50K
18,2,78181,7,10,4,7,2,4,0,0,0,40,39,<=50K
21,6,212661,7,10,4,14,3,4,0,0,0,30,39,<=50K
29,2,288229,4,9,2,12,5,1,0,4386,0,45,39,>50K
24,2,205883,4,9,4,0,4,2,0,0,0,40,39,<=50K
36,1,268205,2,13,0,9,4,4,0,0,0,52,39,<=50K
36,2,390243,4,9,4,2,3,2,1,0,0,40,39,<=50K
52,2,137984,4,9,0,2,4,4,0,0,0,40,39,<=50K
41,2,160785,7,10,2,3,0,4,1,0,0,60,39,>50K
34,3,177828,4,9,0,11,4,4,1,0,0,50,39,>50K
29,2,337953,2,13,4,5,1,4,1,0,0,36,39,<=50K
30,2,201697,4,9,5,7,1,4,0,0,0,35,39,<=50K
52,2,240612,4,9,2,9,5,4,0,0,0,40,29,>50K
28,2,109001,4,9,4,5,1,4,1,0,0,40,39,<=50K
35,1,297322,7,10,2,13,0,2,1,0,0,40,39,>50K
29,2,335015,4,9,2,2,0,4,1,0,0,48,39,<=50K
34,0,408813,4,9,2,2,5,4,0,0,0,40,39,>50K
37,2,115332,4,9,2,13,0,2,1,0,0,50,39,<=50K
29,1,170482,4,9,2,10,0,2,1,0,2057,40,39,<=50K
34,2,113688,7,10,0,7,1,4,0,0,0,34,39,<=50K
27,2,133770,2,13,4,9,1,1,1,2202,0,52,30,<=50K
21,2,198259,4,9,4,5,3,4,0,0,0,30,39,<=50K
57,2,161944,7,10,2,9,0,4,1,7688,0,60,39,>50K
51,2,29887,2,13,0,12,1,4,1,0,1590,40,39,<=50K
37,0,238980,5,14,4,0,1,4,1,0,0,42,39,<=50K
42,2,275677,1,11,2,0,0,4,1,0,0,50,39,<=50K
32,2,24529,1,11,2,11,0,4,1,5178,0,60,39,>50K
51,4,311631,2,13,2,11,0,4,1,0,0,40,39,>50K
25,2,242136,4,9,0,6,1,2,1,0,0,40,39,<=50K
31,2,112115,4,9,4,6,1,4,1,0,0,40,39,<=50K
49,3,77132,4,9,2,3,0,4,1,0,0,40,2,>50K
60,2,117909,1,11,2,9,0,4,1,7688,0,40,39,>50K
39,2,229647,2,13,4,12,1,4,0,0,1669,40,39,<=50K
38,2,149347,5,14,2,9,0,4,1,0,0,50,39,>50K
43,1,23157,5,14,2,3,0,4,1,0,1902,50,39,>50K
23,2,93977,4,9,4,6,3,4,1,0,0,40,39,<=50K
73,3,159691,7,10,0,3,1,4,0,0,0,40,39,<=50K
35,2,176967,7,10,2,10,0,4,1,0,0,40,39,<=50K
27,2,430340,7,10,4,11,1,4,0,0,0,45,39,<=50K
51,2,82720,4,9,2,2,0,4,1,0,0,40,39,<=50K
22,2,269623,7,10,4,2,3,4,1,0,0,40,39,<=50K
64,4,136405,4,9,6,4,1,4,1,0,0,32,39,<=50K
50,1,139347,5,14,2,9,5,4,0,0,0,40,0,>50K
55,2,224655,4,9,5,8,1,4,0,0,0,32,39,<=50K
38,2,247547,1,11,4,0,4,2,0,0,0,40,39,<=50K
58,2,292710,0,12,0,9,1,4,1,0,0,36,39,<=50K
32,2,173449,4,9,2,5,0,4,1,0,0,40,39,<=50K
48,2,285570,4,9,2,0,0,4,1,0,0,40,39,<=50K
61,2,89686,4,9,2,11,0,4,1,0,0,48,39,<=50K
31,2,440129,4,9,2,2,0,4,1,0,0,40,39,<=50K
25,2,350977,4,9,4,7,3,4,0,0,0,40,39,<=50K
48,1,349230,5,14,0,7,1,4,1,0,0,40,39,<=50K
33,2,245211,2,13,4,9,3,4,1,0,0,40,39,<=50K
39,2,215419,2,13,0,9,1,4,0,0,0,36,39,<=50K
64,6,321403,4,9,6,14,2,2,1,0,0,40,39,<=50K
38,2,374983,2,13,2,9,0,4,1,0,0,50,39,<=50K
44,2,83891,2,13,0,0,3,1,1,5455,0,40,39,<=50K
35,3,182148,2,13,2,3,0,4,1,0,0,60,39,>50K
39,5,77516,2,13,4,0,1,4,1,2174,0,40,39,<=50K
38,2,215646,4,9,0,5,1,4,1,0,0,40,39,<=50K
28,2,338409,2,13,2,9,5,2,0,0,0,40,5,<=50K
37,2,284582,5,14,2,3,5,4,0,0,0,40,39,<=50K
52,4,209642,4,9,2,3,0,4,1,0,0,45,39,>50K
42,2,159449,2,13,2,3,0,4,1,5178,0,40,39,>50K
30,5,141297,2,13,2,9,0,1,1,0,0,40,19,>50K
23,2,122272,2,13,4,0,3,4,0,0,0,30,39,<=50K
32,2,205019,0,12,4,11,1,2,1,0,0,50,39,<=50K
40,2,121772,1,11,2,2,0,1,1,0,0,40,0,>50K
25,4,176756,4,9,4,4,3,4,1,0,0,35,39,<=50K
32,2,186824,4,9,4,6,4,4,1,0,0,40,39,<=50K
43,4,292175,5,14,0,3,4,4,0,0,0,45,39,>50K
40,2,193524,3,16,2,9,0,4,1,0,0,60,39,>50K
59,2,109015,4,9,0,12,4,4,0,0,0,40,39,<=50K
56,1,216851,2,13,2,12,0,4,1,0,0,40,39,>50K
19,2,168294,4,9,4,2,3,4,1,0,0,40,39,<=50K
54,6,180211,7,10,2,14,0,1,1,0,0,60,35,>50K
49,2,193366,4,9,2,2,0,4,1,0,0,40,39,<=50K
23,1,190709,0,12,4,10,1,4,1,0,0,52,39,<=50K
20,2,266015,7,10,4,11,3,2,1,0,0,44,39,<=50K
45,2,386940,2,13,0,3,3,4,1,0,1408,40,39,<=50K
30,0,59951,7,10,2,0,3,4,1,0,0,40,39,<=50K
21,2,197200,7,10,4,6,3,4,1,0,0,40,39,<=50K
31,2,84154,7,10,2,11,0,4,1,0,0,38,0,>50K
48,4,265477,0,12,2,9,0,4,1,0,0,40,39,<=50K
53,4,88506,2,13,2,9,0,4,1,0,0,40,39,<=50K
24,2,172987,2,13,2,12,0,4,1,0,0,50,39,<=50K
49,2,94638,4,9,5,0,4,4,0,0,0,40,39,<=50K
25,2,289980,4,9,4,5,1,4,1,0,0,35,39,<=50K
57,0,337895,2,13,2,9,0,2,1,0,0,40,39,>50K
53,2,144361,4,9,2,6,0,4,1,0,0,38,39,<=50K
44,2,128354,5,14,0,3,4,4,0,0,0,40,39,<=50K
41,5,101603,1,11,2,2,0,4,1,0,0,40,39,<=50K
29,2,271466,1,11,4,9,1,4,1,0,0,43,39,<=50K
25,2,32275,7,10,2,3,5,3,0,0,0,40,39,<=50K
